Marital_Status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_(grade),Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,age_admission_ratio,Target_encoded
1,44,1,9070,1,39,120.0,1,19,5,8,-0.5181864855791118,0,0,0,1,1,0,,0.0,7.0,7.0,2.0,12.0,0.0,0.0,9.0,10.0,7.0,12.14285714,0.0,12.4,0.5,1.79,-0.09802367616578006,0
1,39,1,9670,1,1,133.1,38,19,9,8,-0.2989026265616047,0,0,1,0,1,0,0.6612374135900692,0.0,6.0,7.0,3.0,14.0,0.0,0.0,6.0,9.0,2.0,14.5,0.0,13.9,-0.3,0.79,0.45013394634987386,0
1,44,1,9085,1,39,160.0,1,1,5,4,2.325430008776941,1,1,0,0,1,0,,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,11.0,6.0,13.5,0.0,12.4,0.5,1.79,-1.2000228630260652,0
1,1,4,9500,1,1,128.0,1,1,4,10,-0.13620815051635812,1,0,0,1,1,1,,0.0,7.0,7.0,7.0,14.68285714,0.0,0.0,8.0,9.0,8.0,15.05555556,0.0,12.4,0.5,1.79,-0.7123869542867715,1
1,39,1,9119,1,3,130.0,1,38,90,90,1.1512003121025516,0,0,0,1,1,0,1.0774090991606662,0.0,3.0,3.0,0.0,7.399999999999999,0.0,0.0,5.0,0.0,0.0,6.875000005,0.0,10.8,1.4,1.74,0.42702106020288827,0
1,39,1,9119,1,19,133.1,37,38,3,7,-2.152204918903112,0,0,0,1,1,1,1.0774090991606662,0.0,5.0,6.0,0.0,7.399999999999999,0.0,0.0,5.0,7.0,0.0,6.875000005,0.0,12.4,0.5,1.79,2.3305004603202817,0
1,18,1,9254,1,1,137.0,19,19,4,5,-0.015955711700305946,0,0,0,1,1,0,,0.0,6.0,7.0,6.0,13.85714286,0.0,0.0,6.0,7.0,5.0,12.8,0.0,16.2,0.3,-0.92,-0.44275543103723586,1
1,1,1,171,1,1,162.5,19,1,9,7,1.1299792934879533,0,0,0,1,1,0,,0.0,2.0,0.0,0.0,7.399999999999999,0.0,0.0,2.0,0.0,0.0,6.875000005,0.0,9.4,-0.8,-3.12,-1.0628889551775487,1
1,1,1,9254,1,1,125.0,1,1,191,193,-0.8930911477703326,0,0,0,1,1,0,,0.0,6.0,8.0,6.0,13.14285714,0.0,0.0,6.0,7.0,6.0,12.5,0.0,8.9,1.4,3.51,-0.11010085644227763,1
2,39,1,9119,1,1,120.0,34,34,0,0,0.9106954344704472,1,0,0,1,1,0,1.3727293312146835,0.0,5.0,14.0,1.0,17.0,0.0,0.0,5.0,9.0,2.0,13.0,0.0,9.4,-0.8,-3.12,1.0795957854789229,0
1,42,1,9991,0,1,150.0,19,19,5,5,-0.9496805307425921,0,0,0,1,1,0,1.158319571366178,0.0,10.0,15.0,10.5,11.46153846,0.0,0.0,10.0,15.0,10.0,11.58333333,0.0,16.2,0.3,-0.92,1.6280008920821494,1
1,1,1,9003,1,1,148.0,1,19,194,194,1.1582739849740835,0,0,1,1,1,0,,0.0,6.0,6.0,5.0,15.0,0.0,0.0,6.0,8.0,4.0,14.5,0.0,8.9,1.4,3.51,-1.069722560458381,1
1,1,1,9500,1,1,138.0,38,38,9,9,-0.023029384571839017,0,0,0,1,1,1,,0.0,7.0,9.0,7.0,14.24444444,0.0,0.0,8.0,12.0,8.0,12.23333333,0.0,15.5,2.8,-4.06,-0.5940385573731989,1
1,17,1,9070,1,1,119.0,38,19,9,9,-0.8435754376696051,0,0,0,1,1,1,,0.0,6.0,8.0,4.0,11.5,0.0,0.0,6.0,7.0,5.0,11.0,0.0,15.5,2.8,-4.06,0.038395919304252735,0
1,39,2,9556,1,1,130.0,19,19,4,5,-1.9187737141425407,0,0,0,1,1,1,0.6612374135900692,0.0,7.0,7.0,2.0,10.0,0.0,0.0,7.0,7.0,0.0,6.875000005,0.0,15.5,2.8,-4.06,1.3580224906398377,0
1,1,2,9670,1,1,135.0,19,19,7,10,-0.40500771963459176,0,0,0,1,1,0,,0.0,5.0,7.0,3.0,12.33333333,0.0,0.0,5.0,5.0,5.0,11.6,0.0,9.4,-0.8,-3.12,-0.46413580631524193,1
1,44,1,9070,1,39,120.0,19,1,9,3,-0.5040391398360468,1,0,0,1,1,0,0.2746765228770512,0.0,7.0,8.0,5.0,12.2,0.0,0.0,9.0,10.0,7.0,12.14285714,0.0,16.2,0.3,-0.92,0.22111344456610335,0
1,17,2,9070,1,1,126.0,38,38,9,8,0.19625447444566813,1,0,0,1,1,1,,0.0,6.0,6.0,6.0,13.66666667,0.0,0.0,6.0,7.0,5.0,13.2,0.0,12.4,0.5,1.79,-0.6637326259347022,1
1,1,1,171,1,1,149.0,3,2,2,5,1.6958731232105508,1,0,0,1,1,0,,0.0,2.0,0.0,0.0,7.399999999999999,0.0,0.0,2.0,0.0,0.0,6.875000005,0.0,9.4,-0.8,-3.12,-1.06370019141001,1
1,39,1,9003,1,1,110.0,19,37,9,6,-0.5040391398360468,0,0,1,0,1,0,1.2339360161149586,0.0,6.0,15.0,1.0,11.0,0.0,0.0,6.0,10.0,0.0,6.875000005,0.0,16.2,0.3,-0.92,1.5204380686503716,0
1,39,1,9003,1,1,133.1,37,37,4,7,0.2033281473172002,0,0,1,0,1,0,1.305178897439498,0.0,6.0,8.0,3.0,13.0,0.0,0.0,10.0,14.0,6.0,11.42857143,0.0,16.2,0.3,-0.92,1.2830614546349763,0
1,16,2,9500,1,1,127.0,2,38,4,9,-0.5747758685513714,1,0,0,1,0,1,,0.0,8.0,12.0,7.0,12.6,0.0,0.0,8.0,12.0,7.0,12.6,0.0,10.8,1.4,1.74,-0.40261696846594597,1
1,42,1,9773,1,6,120.0,34,34,0,0,-0.3625656824053973,1,0,0,1,0,0,1.4371080958761733,0.0,10.0,11.0,10.0,12.2,0.0,0.0,10.0,12.0,9.0,12.33333333,0.0,7.6,2.6,0.32,1.9171580870695426,1
1,16,6,9773,1,1,136.0,38,14,0,0,0.18210712870260198,1,0,0,1,0,0,,0.0,6.0,6.0,6.0,13.16666667,0.0,0.0,6.0,6.0,6.0,13.0,0.0,7.6,2.6,0.32,-0.35879907799887795,1
1,43,2,9238,1,1,110.0,37,37,9,7,-1.034564605200982,1,0,0,1,0,1,1.4371080958761733,0.0,7.0,16.0,6.0,11.0,0.0,0.0,7.0,9.0,7.0,11.0,0.0,9.4,-0.8,-3.12,2.375826779505848,1
1,1,1,9500,1,1,136.0,19,19,4,7,0.6277485196091483,0,0,0,1,0,1,,0.0,7.0,7.0,7.0,14.01428571,0.0,0.0,8.0,8.0,8.0,15.35,0.0,13.9,-0.3,0.79,-0.7915954536172234,1
1,1,3,9773,1,1,145.0,38,38,9,5,0.42261200633470636,0,0,0,1,0,1,,0.0,6.0,9.0,4.0,13.0,0.0,0.0,6.0,13.0,4.0,11.25,0.0,10.8,1.4,1.74,-0.5858393859249995,1
1,1,2,9773,1,1,159.0,1,19,9,9,1.710020468953617,1,0,0,1,0,0,,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,14.66666667,0.0,10.8,1.4,1.74,-1.1957558311516974,1
1,39,1,171,1,1,147.0,37,38,175,193,0.4367593520777725,0,0,0,0,0,0,1.305178897439498,0.0,2.0,0.0,0.0,7.399999999999999,0.0,0.0,2.0,0.0,0.0,6.875000005,0.0,16.2,0.3,-0.92,1.1642934816100183,0
1,43,1,9500,1,1,150.0,37,37,9,9,0.25991753028946074,1,0,0,1,0,1,,0.0,8.0,8.0,7.0,14.42857143,0.0,0.0,8.0,8.0,7.0,14.42857143,0.0,12.7,3.7,-1.7,-0.3853373834181829,1
1,7,1,8014,0,3,140.0,37,12,9,4,0.9106954344704472,0,0,0,0,0,0,0.7862116633496432,0.0,5.0,9.0,0.0,7.399999999999999,0.0,0.0,5.0,10.0,0.0,6.875000005,0.0,9.4,-0.8,-3.12,0.10510231741572215,0
1,42,1,9085,1,39,150.0,1,1,4,7,1.618062721623694,1,0,0,1,0,0,0.7862116633496432,0.0,10.0,16.0,10.5,11.83333333,0.0,0.0,10.0,16.0,12.0,12.46153846,0.0,15.5,2.8,-4.06,-0.13620082705707048,1
2,44,1,9991,0,39,130.0,1,37,4,9,0.2033281473172002,0,0,0,0,0,0,,0.0,5.0,12.0,3.0,11.33333333,0.0,0.0,5.0,10.0,1.0,13.0,0.0,15.5,2.8,-4.06,-0.3660813374719794,0
1,17,1,9773,1,1,120.0,37,37,5,5,-0.12913447764482605,0,0,0,1,0,0,,0.0,6.0,9.0,6.0,12.5,0.0,0.0,6.0,9.0,6.0,13.0,0.0,7.6,2.6,0.32,-0.7146232335328925,1
1,43,1,9070,1,39,130.0,19,37,5,9,-0.22109222497474795,1,0,0,1,0,1,,0.0,10.0,12.0,10.5,13.33333333,0.0,0.0,10.0,12.0,11.0,12.54545455,0.0,15.5,2.8,-4.06,-0.21374116752661587,1
1,17,1,9670,1,1,128.0,19,19,7,7,-0.1927975334886177,0,0,0,1,0,1,,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,13.9,-0.3,0.79,-0.5376963137917914,1
1,17,1,9147,1,1,114.0,19,19,9,7,-1.3741009030345404,0,0,0,1,0,0,,0.0,5.0,7.0,2.0,10.0,0.0,0.0,5.0,11.0,2.0,14.0,0.0,10.8,1.4,1.74,-0.07612063552559784,0
1,43,2,9238,1,1,118.0,38,38,5,5,-1.2114064269892937,0,0,0,1,0,1,,0.0,6.0,8.0,6.0,11.42857143,0.0,0.0,6.0,11.0,5.0,11.2,0.0,10.8,1.4,1.74,-0.14801286909420028,1
1,7,1,9500,1,3,130.0,37,38,7,7,0.2033281473172002,1,0,0,1,0,0,0.8938806643186445,0.0,8.0,8.0,8.0,12.8875,0.0,0.0,8.0,8.0,8.0,12.8875,0.0,9.4,-0.8,-3.12,0.5334510945863601,1
1,1,2,9500,1,1,145.0,37,1,9,4,0.8258113600120583,1,0,0,1,0,1,,0.0,7.0,7.0,6.0,12.95,0.0,0.0,7.0,7.0,6.0,12.95,0.0,7.6,2.6,0.32,-0.986940177466136,1
1,1,2,9147,1,1,121.0,19,19,9,9,-0.058397748929501364,1,0,0,1,0,0,,0.0,5.0,12.0,1.0,10.0,0.0,0.0,5.0,5.0,0.0,6.875000005,0.0,12.7,3.7,-1.7,-0.42816308225510347,0
1,1,3,9500,1,1,114.0,1,1,5,5,-0.8930911477703326,1,0,0,1,0,1,,0.0,7.0,7.0,7.0,13.09428571,0.0,0.0,8.0,8.0,8.0,12.55,0.0,12.4,0.5,1.79,-0.280318056103972,1
1,1,4,9670,1,1,127.0,1,1,7,7,-0.7516176903396832,1,0,0,1,0,0,,0.0,6.0,7.0,0.0,7.399999999999999,0.0,0.0,6.0,6.0,0.0,6.875000005,0.0,16.2,0.3,-0.92,-0.16854453014586354,0
1,17,2,9238,1,1,145.0,19,38,7,6,0.10429672711574522,1,0,0,1,0,1,,0.0,6.0,12.0,5.0,11.71428571,0.0,0.0,6.0,11.0,6.0,11.0,0.0,12.7,3.7,-1.7,-0.6349151617755734,1
1,1,1,171,1,1,150.0,38,19,7,10,0.5287170994076934,0,0,0,1,0,0,,0.0,2.0,0.0,0.0,7.399999999999999,0.0,0.0,2.0,0.0,0.0,6.875000005,0.0,15.5,2.8,-4.06,-0.618476148151053,0
1,1,1,9853,1,1,145.0,37,37,9,5,1.391705189734656,0,0,0,1,0,0,,0.0,6.0,6.0,6.0,13.16666667,0.0,0.0,6.0,6.0,6.0,13.33333333,0.0,7.6,2.6,0.32,-1.1246788517010153,1
1,1,1,9085,1,1,128.0,19,1,5,4,0.6065275009945501,1,0,0,1,0,0,,0.0,5.0,7.0,4.0,12.75,0.0,0.0,5.0,5.0,5.0,13.4,0.0,10.8,1.4,1.74,-0.6419512076328334,1
2,39,1,9991,0,1,140.0,37,37,9,9,-0.5040391398360468,0,0,0,0,0,0,1.4371080958761733,0.0,5.0,6.0,5.0,10.6,0.0,0.0,5.0,9.0,2.0,11.0,0.0,12.7,3.7,-1.7,2.0076848026819714,0
4,39,1,8014,0,1,130.0,37,37,9,7,0.7692219770397978,0,0,0,1,0,0,1.4371080958761733,0.0,6.0,8.0,5.0,11.2,0.0,0.0,6.0,6.0,6.0,12.0,0.0,8.9,1.4,3.51,1.2874070219396059,1
1,39,1,9500,1,1,140.0,37,37,9,6,0.592380155251486,0,0,0,1,0,0,1.305178897439498,0.0,7.0,0.0,0.0,7.399999999999999,0.0,0.0,8.0,0.0,0.0,6.875000005,0.0,13.9,-0.3,0.79,1.0883287264157044,0
1,15,1,9773,1,1,120.0,19,19,4,5,-0.5040391398360468,1,0,0,1,0,0,,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,13.66666667,0.0,12.4,0.5,1.79,0.05869786655556935,1
2,39,1,9991,0,1,147.0,34,34,90,90,-1.0911539881732415,1,0,0,1,0,0,0.9899073211662138,0.0,5.0,10.0,0.0,7.399999999999999,0.0,0.0,5.0,5.0,0.0,6.875000005,0.0,7.6,2.6,0.32,1.371108795045342,0
2,39,1,8014,0,9,133.1,37,37,8,10,-1.9187737141425407,1,0,0,1,0,0,1.4371080958761733,0.0,6.0,0.0,0.0,7.399999999999999,0.0,0.0,6.0,0.0,0.0,6.875000005,0.0,9.4,-0.8,-3.12,3.1121107331536,0
2,44,1,9003,1,39,160.0,37,38,9,4,2.325430008776941,0,0,0,1,0,0,1.4371080958761733,0.0,6.0,8.0,6.0,14.16666667,0.0,0.0,6.0,9.0,6.0,15.0,0.0,15.5,2.8,-4.06,0.6271523895924368,1
6,39,1,8014,0,1,133.1,37,1,9,7,-0.8718701291557354,0,0,0,1,0,1,1.4371080958761733,0.0,6.0,10.0,5.0,12.83333333,0.0,0.0,6.0,6.0,6.0,12.33333333,0.0,13.9,-0.3,0.79,2.2578161109769397,1
4,39,1,8014,0,19,140.0,37,37,9,3,0.2740648760325249,0,0,0,1,0,1,1.0774090991606662,0.0,6.0,11.0,4.0,11.75,0.0,0.0,6.0,9.0,5.0,10.4,0.0,10.8,1.4,1.74,0.8001063829700662,1
1,39,1,8014,0,1,133.1,37,37,9,9,-2.130983900288515,0,0,0,1,0,1,1.4371080958761733,0.0,6.0,8.0,6.0,10.83333333,0.0,0.0,6.0,7.0,6.0,11.5,0.0,10.8,1.4,1.74,3.3170557511792618,1
1,17,6,9238,1,1,131.0,1,3,4,2,0.32358058613325136,1,0,0,1,0,0,,0.0,6.0,8.0,4.0,11.75,0.0,0.0,6.0,8.0,4.0,12.25,0.0,9.4,-0.8,-3.12,-0.8506813834441829,0
1,39,1,9500,1,19,133.1,37,37,9,6,-0.5040391398360468,0,0,0,0,0,1,1.4371080958761733,0.0,7.0,14.0,3.0,11.5,0.0,0.0,7.0,9.0,2.0,10.5,0.0,16.2,0.3,-0.92,2.0076848026819714,0
1,39,1,9500,1,1,130.0,37,37,9,7,0.4155383334631743,1,0,0,1,0,1,0.7862116633496432,0.0,7.0,7.0,6.0,13.7,0.0,0.0,7.0,7.0,6.0,13.7,0.0,7.6,2.6,0.32,0.2956047998942423,1
1,7,1,9085,1,3,140.0,19,20,4,90,0.9106954344704472,1,0,0,1,0,0,1.305178897439498,0.0,5.0,8.0,1.0,14.0,0.0,0.0,5.0,12.0,0.0,6.875000005,0.0,10.8,1.4,1.74,0.9403824328984657,0
1,1,1,9238,1,1,133.1,19,37,0,0,0.6984852483244731,1,0,0,1,0,0,,0.0,6.0,10.0,0.0,7.399999999999999,0.0,0.0,6.0,0.0,0.0,6.875000005,0.0,7.6,2.6,0.32,-0.8114702667271428,0
1,1,1,9853,1,1,115.0,19,38,9,9,-1.352879884419943,0,0,0,1,0,1,,0.0,7.0,10.0,6.0,13.0,0.0,0.0,7.0,7.0,7.0,13.28571429,0.0,12.4,0.5,1.79,-0.08567153612046009,1
2,7,1,9670,1,3,110.0,37,37,7,7,-1.2114064269892937,0,0,0,1,0,0,1.305178897439498,0.0,10.0,15.0,8.0,13.6,0.0,0.0,8.0,10.0,8.0,15.11111111,0.0,13.9,-0.3,0.79,2.155335328146093,1
2,39,1,9147,1,1,140.0,37,37,9,9,0.04063367127195361,1,0,0,1,0,0,1.2339360161149586,0.0,5.0,8.0,3.0,11.0,0.0,0.0,5.0,9.0,2.0,11.5,0.0,7.6,2.6,0.32,1.2168468511788413,0
1,1,3,171,1,1,145.0,1,1,3,3,0.9177691073419793,1,0,0,1,0,0,,0.0,10.0,12.0,10.5,13.25,0.0,0.0,10.0,14.0,11.0,14.33333333,0.0,8.9,1.4,3.51,-0.7321651407162785,1
1,39,1,9500,1,19,133.1,38,38,9,9,-0.8718701291557354,0,0,0,1,0,0,0.9899073211662138,0.0,7.0,15.0,1.0,10.75,0.0,0.0,7.0,10.0,1.0,10.0,0.0,13.9,-0.3,0.79,1.2391818238028618,0
4,39,1,8014,0,19,133.1,37,37,90,7,-1.2114064269892937,0,0,0,0,0,0,1.2339360161149586,0.0,6.0,8.0,5.0,11.4,0.0,0.0,6.0,9.0,3.0,11.0,0.0,9.4,-0.8,-3.12,1.978154697589147,0
1,1,3,9773,1,1,110.0,19,19,5,5,-1.5297217062082549,1,0,0,1,0,0,,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,8.0,5.0,12.4,0.0,12.4,0.5,1.79,-0.004420983666533467,1
1,1,1,9238,1,1,128.0,37,19,9,4,0.01233897978582333,1,0,0,1,0,1,,0.0,6.0,8.0,6.0,14.0,0.0,0.0,6.0,8.0,6.0,12.28571429,0.0,16.2,0.3,-0.92,-0.6055091241143731,1
1,7,1,9085,1,3,130.0,1,19,9,10,0.2033281473172002,0,0,0,1,0,0,1.4371080958761733,0.0,6.0,0.0,0.0,7.399999999999999,0.0,0.0,6.0,0.0,0.0,6.875000005,0.0,15.5,2.8,-4.06,1.5829055986544227,0
1,16,1,9556,1,1,137.0,37,37,9,7,-0.31304997230466985,1,0,0,1,0,1,,0.0,7.0,7.0,7.0,15.28571429,0.0,0.0,8.0,8.0,8.0,16.075,0.0,12.4,0.5,1.79,-0.6552953101264333,1
1,17,2,9254,1,1,123.0,37,37,7,7,-0.935533184999527,1,0,0,1,0,0,,0.0,6.0,6.0,6.0,13.16666667,0.0,0.0,6.0,6.0,6.0,12.66666667,0.0,11.1,0.6,2.02,-0.4343952579048561,1
1,1,1,9147,1,1,156.0,3,19,3,3,1.6958731232105508,0,0,1,1,1,0,,0.0,5.0,7.0,5.0,13.6,0.0,0.0,5.0,11.0,5.0,12.83333333,0.0,16.2,0.3,-0.92,-1.06370019141001,1
1,17,2,9773,1,1,133.1,3,5,0,2,-0.09376611328716371,1,0,0,0,1,1,,0.0,4.0,8.0,0.0,7.399999999999999,0.0,0.0,4.0,8.0,0.0,6.875000005,0.0,7.6,2.6,0.32,-0.10604162274605246,0
2,43,1,9670,1,1,102.5,34,34,0,0,0.07600203562961495,0,0,0,1,1,0,1.305178897439498,0.0,10.0,12.0,10.0,11.4,0.0,0.0,9.0,9.0,4.0,11.5,0.0,7.6,2.6,0.32,1.3504211375348207,1
1,39,1,9147,1,1,140.0,37,3,9,2,0.5640854637653557,0,0,0,1,1,0,1.4371080958761733,0.0,5.0,0.0,0.0,7.399999999999999,0.0,0.0,5.0,0.0,0.0,6.875000005,0.0,15.5,2.8,-4.06,1.3904815624850217,0
1,39,1,9991,0,1,130.0,37,37,9,9,-0.4898917940929816,1,0,0,1,1,0,1.158319571366178,0.0,5.0,7.0,5.0,11.0,0.0,0.0,5.0,5.0,5.0,11.6,0.0,7.6,2.6,0.32,1.3499152238506262,1
2,39,1,9991,0,1,133.1,37,37,9,9,0.40139098772011017,0,0,1,0,1,0,1.4371080958761733,0.0,5.0,9.0,0.0,7.399999999999999,0.0,0.0,5.0,11.0,0.0,6.875000005,0.0,12.4,0.5,1.79,1.4754313422137166,0
1,44,1,9003,1,39,140.0,1,19,4,8,0.9106954344704472,0,0,0,1,1,0,,0.0,6.0,7.0,6.0,13.57142857,0.0,0.0,6.0,6.0,6.0,12.66666667,0.0,12.4,0.5,1.79,-0.7301777980670219,1
1,18,5,9500,1,1,137.0,19,1,1,10,0.15381243721647372,0,0,0,1,0,0,,0.0,7.0,0.0,0.0,7.399999999999999,0.0,0.0,8.0,0.0,0.0,6.875000005,0.0,9.4,-0.8,-3.12,-0.6505042629475027,0
1,42,1,9119,1,1,120.0,3,1,2,9,-1.338732538676878,1,0,0,1,1,0,0.7862116633496432,0.0,10.0,14.0,4.0,11.25,0.0,0.0,10.0,11.0,4.0,12.0,0.0,7.6,2.6,0.32,1.1688878988715636,0
1,17,4,9670,1,1,125.0,1,1,4,90,-0.12206080477329298,1,0,0,1,1,0,,0.0,5.0,6.0,3.0,13.33333333,0.0,0.0,5.0,5.0,1.0,11.0,0.0,7.6,2.6,0.32,-0.5614343403937401,0
1,17,1,9773,1,1,130.0,19,37,9,9,0.9248427802135113,0,0,0,1,1,1,,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,7.0,6.0,11.66666667,0.0,16.2,0.3,-0.92,-0.8731644084207011,1
1,1,3,9773,1,1,115.0,38,1,9,4,-0.7799123818258135,1,0,0,1,1,0,,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,7.0,5.0,13.0,0.0,12.4,0.5,1.79,-0.32488827892667194,1
1,1,1,9147,1,1,150.0,1,19,5,5,0.7550746312967336,1,0,0,1,1,1,,0.0,5.0,6.0,5.0,13.2,0.0,0.0,5.0,6.0,5.0,12.66666667,0.0,16.2,0.3,-0.92,-0.8271624268603737,1
1,1,3,9670,1,1,134.0,14,11,0,0,0.0901493813726811,1,0,0,0,1,0,,0.0,5.0,5.0,0.0,7.399999999999999,0.0,0.0,4.0,4.0,0.0,6.875000005,0.0,7.6,2.6,0.32,-0.6304299130405261,0
1,39,1,9670,1,1,120.0,34,34,0,0,-1.4943533418505925,1,0,0,0,1,0,0.9899073211662138,0.0,5.0,7.0,3.0,11.66666667,0.0,0.0,5.0,8.0,2.0,11.5,0.0,7.6,2.6,0.32,1.6338225287709323,0
1,43,1,9147,1,1,141.0,37,37,9,9,0.21747549306026434,0,0,0,1,1,0,0.5063013476928101,0.0,10.0,16.0,10.5,13.46666667,0.0,0.0,10.0,14.0,12.0,13.64285714,0.0,9.4,-0.8,-3.12,0.0781577975614401,1
1,1,1,9130,1,1,133.0,3,1,2,4,-0.07961876754409858,0,0,0,1,1,0,,0.0,5.0,7.0,3.0,13.66666667,0.0,0.0,5.0,5.0,5.0,13.2,0.0,7.6,2.6,0.32,-0.7301777980670219,1
1,1,1,9773,1,1,121.0,1,3,3,7,-0.9991962408433196,1,0,0,1,1,1,,0.0,6.0,7.0,6.0,11.66666667,0.0,0.0,6.0,12.0,5.0,10.2,0.0,12.4,0.5,1.79,-0.40986388947481917,1
1,44,1,9003,1,39,120.0,4,1,2,8,-0.5040391398360468,0,0,0,1,1,0,,0.0,6.0,9.0,5.0,13.4,0.0,0.0,6.0,9.0,5.0,12.4,0.0,8.9,1.4,3.51,-0.10371771145496411,1
2,39,1,9991,0,1,148.0,19,37,9,5,0.26699120316099284,0,0,0,0,1,0,0.9899073211662138,0.0,5.0,5.0,0.0,7.399999999999999,0.0,0.0,5.0,6.0,0.0,6.875000005,0.0,12.4,0.5,1.79,0.6545111634284357,0
1,39,1,9003,1,12,133.1,37,19,9,10,-0.5040391398360468,0,0,0,1,1,0,1.4371080958761733,0.0,6.0,9.0,0.0,7.399999999999999,0.0,0.0,6.0,6.0,0.0,6.875000005,0.0,13.9,-0.3,0.79,2.0076848026819714,0
2,39,1,9991,0,1,135.0,34,34,0,0,0.4933487350500311,1,0,0,0,1,0,1.4371080958761733,0.0,5.0,5.0,0.0,7.399999999999999,0.0,0.0,5.0,5.0,0.0,6.875000005,0.0,7.6,2.6,0.32,1.4270581949396173,0
1,43,1,9670,1,1,130.0,34,34,0,0,-0.8718701291557354,0,0,0,1,1,0,0.6612374135900692,0.0,5.0,5.0,4.0,13.75,0.0,0.0,5.0,5.0,4.0,14.75,0.0,7.6,2.6,0.32,0.7298646802158233,1
4,42,1,9147,1,1,133.1,37,38,7,3,-0.29182895369007267,1,0,0,1,1,0,1.3727293312146835,0.0,5.0,5.0,1.0,10.0,0.0,0.0,5.0,5.0,0.0,6.875000005,0.0,7.6,2.6,0.32,1.7145444911507652,0
2,39,2,9119,1,19,133.1,37,37,7,7,-0.6455125972666961,0,0,0,0,1,0,1.3727293312146835,0.0,5.0,11.0,0.0,7.399999999999999,0.0,0.0,5.0,5.0,0.0,6.875000005,0.0,9.4,-0.8,-3.12,1.936111836101058,0
2,43,1,9853,1,1,110.0,37,37,7,7,-1.9187737141425407,0,0,0,1,1,0,1.4371080958761733,0.0,2.0,4.0,1.0,16.0,0.0,0.0,4.0,5.0,4.0,15.5,0.0,13.9,-0.3,0.79,3.1121107331536,1
2,39,1,9991,0,1,162.5,37,19,9,3,1.6958731232105508,0,0,0,1,1,0,1.4371080958761733,0.0,5.0,9.0,5.0,12.28571429,0.0,0.0,5.0,8.0,5.0,11.125,0.0,16.2,0.3,-0.92,0.8710982230106405,1
1,39,1,9500,1,19,133.1,38,38,9,8,-1.4943533418505925,1,0,0,1,1,0,0.5063013476928101,0.0,7.0,7.0,6.0,12.66666667,0.0,0.0,7.0,7.0,6.0,12.66666667,0.0,7.6,2.6,0.32,0.8983557604213467,1
2,1,1,9085,1,1,139.0,19,19,192,144,-0.0018083659572418105,0,0,0,1,1,1,0.2746765228770512,0.0,5.0,6.0,5.0,11.8,0.0,0.0,5.0,7.0,4.0,13.25,0.0,10.8,1.4,1.74,0.01243945645343513,1
1,39,1,9991,0,19,133.1,19,37,7,5,2.00711472955798,1,0,1,0,1,0,1.4371080958761733,0.0,5.0,6.0,5.0,10.6,0.0,0.0,5.0,7.0,5.0,14.66666667,0.0,10.8,1.4,1.74,0.7470056859056764,0
1,18,1,9003,1,1,133.1,1,38,9,6,-1.8480369854272158,0,0,0,1,1,0,,0.0,10.0,16.0,9.0,11.9,0.0,0.0,9.0,14.0,8.0,12.25,0.0,15.5,2.8,-4.06,0.5379042254381337,1
1,42,1,9119,1,6,120.0,35,35,6,6,0.07600203562961495,1,0,0,1,1,0,1.4371080958761733,0.0,6.0,8.0,4.0,11.25,0.0,0.0,5.0,8.0,2.0,10.5,0.0,7.6,2.6,0.32,1.6544752617355083,0
1,1,1,9773,1,1,134.0,1,38,4,5,-0.3059762994331378,0,0,0,1,1,0,,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,12.7,3.7,-1.7,-0.6576236077970764,1
1,1,1,9147,1,1,128.0,1,1,2,10,-0.7516176903396832,0,0,0,1,1,0,,0.0,5.0,8.0,2.0,10.0,0.0,0.0,5.0,8.0,1.0,16.0,0.0,7.6,2.6,0.32,-0.3358395461223789,0
1,1,1,9500,1,1,154.0,19,19,3,3,1.0521688919010965,0,0,0,1,1,0,,0.0,8.0,8.0,7.0,13.71428571,0.0,0.0,8.0,8.0,7.0,13.71428571,0.0,12.7,3.7,-1.7,-0.9066454280985875,1
